date,temperature,humiditiy,luminosity
2019-12-11 14:58:40.781,22.1,,331
2019-12-11 14:58:43.058,22.1,,331
2019-12-11 14:58:45.336,22.1,,328
2019-12-11 14:58:47.614,22.1,,331
2019-12-11 14:58:49.891,22.1,,331
2019-12-11 14:58:52.169,22.1,,331
2019-12-11 14:58:54.445,22.1,,331
2019-12-11 14:58:56.722,22.0,,334
2019-12-11 14:58:59.000,22.1,,331
2019-12-11 14:59:01.278,22.0,,334
2019-12-11 14:59:03.554,22.0,,331
2019-12-11 14:59:05.832,22.0,,331
2019-12-11 14:59:08.109,22.1,,331
2019-12-11 14:59:10.386,22.0,,334
2019-12-11 14:59:12.664,22.0,,331
2019-12-11 14:59:14.945,22.1,,331
2019-12-11 14:59:17.223,22.1,,328
2019-12-11 14:59:19.500,22.1,,328
2019-12-11 14:59:21.776,22.1,,331
2019-12-11 14:59:24.054,22.1,,326
2019-12-11 14:59:26.331,22.1,,331
2019-12-11 14:59:28.609,22.1,,331
2019-12-11 14:59:30.885,22.1,,328
2019-12-11 14:59:33.164,22.1,,331
2019-12-11 14:59:35.440,22.1,,328
2019-12-11 14:59:37.719,22.1,,328
2019-12-11 14:59:39.995,22.1,,331
2019-12-11 14:59:42.272,22.1,,328
2019-12-11 14:59:44.549,22.1,,331
2019-12-11 14:59:46.826,22.1,,328
2019-12-11 14:59:49.102,22.1,,343
2019-12-11 14:59:51.380,22.0,,334
2019-12-11 14:59:53.658,22.0,,337
2019-12-11 14:59:55.934,22.1,,337
2019-12-11 14:59:58.212,22.1,,340
2019-12-11 15:00:00.493,22.1,,334
2019-12-11 15:00:02.771,22.1,,334
2019-12-11 15:00:05.047,22.1,,334
2019-12-11 15:00:07.325,22.1,,334
2019-12-11 15:00:09.602,22.1,,337
2019-12-11 15:00:11.880,22.1,,337
2019-12-11 15:00:14.157,22.1,,337
2019-12-11 15:00:16.434,22.1,,337
2019-12-11 15:00:18.711,22.2,,337
2019-12-11 15:00:20.989,22.1,,340
2019-12-11 15:00:23.267,22.1,,337
2019-12-11 15:00:25.543,22.1,,337
2019-12-11 15:00:27.820,22.1,,334
2019-12-11 15:00:30.097,22.1,,337
2019-12-11 15:00:32.375,22.1,,337
2019-12-11 15:00:34.653,22.1,,337
2019-12-11 15:00:36.929,22.1,,340
2019-12-11 15:00:39.206,22.1,,337
2019-12-11 15:00:41.489,22.1,,337
2019-12-11 15:00:43.765,22.1,,337
2019-12-11 15:00:46.042,22.1,,337
2019-12-11 15:00:48.319,22.1,,328
2019-12-11 15:00:50.597,22.1,,328
2019-12-11 15:00:52.874,22.1,,328
2019-12-11 15:00:55.152,22.2,,334
2019-12-11 15:00:57.430,22.2,,334
2019-12-11 15:00:59.707,22.1,,334
2019-12-11 15:01:01.984,22.2,,331
2019-12-11 15:01:04.261,22.2,,334
2019-12-11 15:01:06.538,22.1,,334
2019-12-11 15:01:08.815,22.2,,334
2019-12-11 15:01:11.092,22.2,,337
2019-12-11 15:01:13.370,22.2,,334
2019-12-11 15:01:15.647,22.2,,334
2019-12-11 15:01:17.925,22.2,,337
2019-12-11 15:01:20.201,22.1,,337
2019-12-11 15:01:22.483,22.2,,337
2019-12-11 15:01:24.760,22.2,,334
2019-12-11 15:01:27.038,22.1,,334
2019-12-11 15:01:29.315,22.1,,337
2019-12-11 15:01:31.592,22.1,,334
2019-12-11 15:01:33.869,22.2,,334
2019-12-11 15:01:36.147,22.2,,337
2019-12-11 15:01:38.424,22.1,,331
2019-12-11 15:01:40.702,22.1,,334
2019-12-11 15:01:42.978,22.1,,334
2019-12-11 15:01:45.257,22.2,,334
2019-12-11 15:01:47.533,22.2,,337
2019-12-11 15:01:49.810,22.1,,331
2019-12-11 15:01:52.092,22.1,,334
2019-12-11 15:01:54.368,22.1,,337
2019-12-11 15:01:56.646,22.1,,334
2019-12-11 15:01:58.924,22.1,,331
2019-12-11 15:02:01.200,22.0,,331
2019-12-11 15:02:03.478,22.1,,334
2019-12-11 15:02:05.755,22.1,,331
2019-12-11 15:02:08.033,22.1,,337
2019-12-11 15:02:10.310,22.2,,331
2019-12-11 15:02:12.587,22.1,,334
2019-12-11 15:02:14.864,22.1,,337
2019-12-11 15:02:17.143,22.1,,337
2019-12-11 15:02:19.419,22.1,,334
2019-12-11 15:02:21.697,22.1,,340
2019-12-11 15:02:23.973,22.1,,334
2019-12-11 15:02:26.250,22.1,,337
2019-12-11 15:02:28.527,22.1,,334
2019-12-11 15:02:30.805,22.1,,337
2019-12-11 15:02:33.087,22.1,,337
2019-12-11 15:02:35.364,22.1,,337
2019-12-11 15:02:37.640,22.1,,337
2019-12-11 15:02:39.918,22.1,,337
2019-12-11 15:02:42.196,22.1,,337
2019-12-11 15:02:44.472,22.1,,337
2019-12-11 15:02:46.750,22.1,,334
2019-12-11 15:02:49.027,22.1,,337
2019-12-11 15:02:51.306,22.1,,337
2019-12-11 15:02:53.583,22.1,,337
2019-12-11 15:02:55.859,22.1,,337
2019-12-11 15:02:58.137,22.1,,337
2019-12-11 15:03:00.414,22.1,,340
2019-12-11 15:03:02.692,22.1,,337
2019-12-11 15:03:04.968,22.1,,337
2019-12-11 15:03:07.245,22.1,,337
2019-12-11 15:03:09.527,22.1,,337
2019-12-11 15:03:11.804,22.1,,340
2019-12-11 15:03:14.082,22.1,,337
2019-12-11 15:03:16.358,22.1,,337
2019-12-11 15:03:18.636,22.1,,337
2019-12-11 15:03:20.913,22.1,,340
2019-12-11 15:03:23.190,22.1,,337
2019-12-11 15:03:25.467,22.1,,337
2019-12-11 15:03:27.745,22.0,,334
2019-12-11 15:03:30.022,22.1,,337
2019-12-11 15:03:32.300,22.1,,334
2019-12-11 15:03:34.576,22.0,,334
2019-12-11 15:03:36.854,22.0,,337
2019-12-11 15:03:39.131,22.0,,337
2019-12-11 15:03:41.410,22.1,,343
2019-12-11 15:03:43.685,22.0,,340
2019-12-11 15:03:45.963,22.0,,337
2019-12-11 15:03:48.240,22.0,,337
2019-12-11 15:03:50.517,22.0,,340
2019-12-11 15:03:52.796,22.0,,340
2019-12-11 15:03:55.072,22.0,,340
2019-12-11 15:03:57.349,22.0,,340
2019-12-11 15:03:59.627,22.0,,337
2019-12-11 15:04:01.903,22.0,,343
2019-12-11 15:04:04.185,22.0,,334
2019-12-11 15:04:06.462,21.9,,340
2019-12-11 15:04:08.739,22.0,,337
2019-12-11 15:04:11.017,22.0,,337
2019-12-11 15:04:13.294,22.0,,340
2019-12-11 15:04:15.571,22.0,,337
2019-12-11 15:04:17.849,22.0,,334
2019-12-11 15:04:20.126,21.9,,337
2019-12-11 15:04:22.403,21.9,,337
2019-12-11 15:04:24.680,21.9,,337
2019-12-11 15:04:26.958,21.9,,337
2019-12-11 15:04:29.236,21.9,,340
2019-12-11 15:04:31.513,21.9,,337
2019-12-11 15:04:33.790,21.9,,337
2019-12-11 15:04:36.067,21.9,,337
2019-12-11 15:04:38.344,21.9,,334
2019-12-11 15:04:40.621,21.9,,337
2019-12-11 15:04:42.899,21.9,,340
2019-12-11 15:04:45.176,21.9,,337
2019-12-11 15:04:47.454,21.9,,337
2019-12-11 15:04:49.731,21.9,,337
2019-12-11 15:04:52.008,21.9,,337
2019-12-11 15:04:54.285,21.9,,337
2019-12-11 15:04:56.562,21.9,,340
2019-12-11 15:04:58.839,21.9,,340
2019-12-11 15:05:01.117,21.9,,337
2019-12-11 15:05:03.397,21.9,,337
2019-12-11 15:05:05.675,21.9,,337
2019-12-11 15:05:07.953,21.9,,337
2019-12-11 15:05:10.229,21.9,,340
2019-12-11 15:05:12.507,21.9,,340
2019-12-11 15:05:14.785,21.9,,340
2019-12-11 15:05:17.061,22.0,,343
2019-12-11 15:05:19.340,21.9,,340
2019-12-11 15:05:21.616,21.9,,337
2019-12-11 15:05:23.893,21.8,,334
2019-12-11 15:14:31.681,21.8,,334
2019-12-11 15:14:33.959,21.8,,337
2019-12-11 15:14:36.237,21.9,,337
2019-12-11 15:14:38.514,21.8,,340
2019-12-11 15:14:40.791,21.9,,334
2019-12-11 15:14:43.068,22.0,,337
2019-12-11 15:14:45.345,21.8,,340
2019-12-11 15:14:47.622,21.7,,334
2019-12-11 15:14:49.900,21.9,,334
2019-12-11 15:14:52.178,22.1,,334
2019-12-11 15:14:54.454,21.9,,337
2019-12-11 15:14:56.732,21.8,,334
2019-12-11 15:14:59.008,21.9,,334
2019-12-11 15:15:01.290,21.9,,334
2019-12-11 15:15:03.569,21.7,,337
2019-12-11 15:15:05.845,21.7,,334
2019-12-11 15:15:08.122,21.9,,334
2019-12-11 15:15:10.399,22.1,,331
2019-12-11 15:15:12.676,22.1,,337
2019-12-11 15:15:14.954,22.1,,337
2019-12-11 15:15:17.231,21.8,,337
2019-12-11 15:15:19.509,21.9,,334
2019-12-11 15:15:21.786,21.8,,337
2019-12-11 15:15:24.063,22.0,,334
2019-12-11 15:15:26.340,21.9,,337
2019-12-11 15:15:28.618,21.8,,331
2019-12-11 15:15:30.895,21.9,,334
2019-12-11 15:15:33.172,21.9,,331
2019-12-11 15:15:35.449,21.8,,334
2019-12-11 15:15:37.727,21.8,,337
2019-12-11 15:15:40.004,21.8,,334
2019-12-11 15:15:42.285,21.7,,331
2019-12-11 15:15:44.563,21.9,,334
2019-12-11 15:15:46.839,21.8,,334
2019-12-11 15:15:49.117,21.9,,334
2019-12-11 15:15:51.395,21.9,,334
2019-12-11 15:15:53.671,22.0,,334
2019-12-11 15:15:55.949,21.9,,340
2019-12-11 15:15:58.225,21.9,,331
2019-12-11 15:16:00.503,21.9,,337
2019-12-11 15:16:02.780,21.7,,337
2019-12-11 15:16:05.058,21.8,,334
2019-12-11 15:16:07.335,21.8,,337
2019-12-11 15:16:09.613,21.8,,334
2019-12-11 15:16:11.890,21.8,,337
2019-12-11 15:16:14.166,22.2,,337
2019-12-11 15:16:16.444,22.0,,334
2019-12-11 15:16:18.721,21.6,,334
2019-12-11 15:16:20.999,21.9,,337
2019-12-11 15:16:23.280,21.8,,337
2019-12-11 15:16:25.558,21.9,,337
2019-12-11 15:16:27.835,21.8,,334
2019-12-11 15:16:30.113,21.8,,340
2019-12-11 15:16:32.390,21.9,,334
2019-12-11 15:16:34.668,22.0,,334
2019-12-11 15:16:36.945,21.9,,334
2019-12-11 15:16:39.221,21.8,,331
2019-12-11 15:16:41.499,22.0,,337
2019-12-11 15:16:43.776,21.9,,334
2019-12-11 15:16:46.054,22.0,,331
2019-12-11 15:16:48.331,21.8,,334
2019-12-11 15:16:50.609,21.8,,334
2019-12-11 15:16:52.886,21.8,,334
2019-12-11 15:16:55.163,21.8,,334
2019-12-11 15:16:57.440,21.7,,334
2019-12-11 15:16:59.717,21.7,,334
2019-12-11 15:17:01.994,21.8,,337
2019-12-11 15:17:04.272,21.8,,337
2019-12-11 15:17:06.549,21.8,,337
2019-12-11 15:17:08.827,22.1,,340
2019-12-11 15:17:11.103,21.8,,337
2019-12-11 15:17:13.385,21.8,,337
2019-12-11 15:17:15.662,21.8,,331
2019-12-11 15:17:17.939,21.8,,334
2019-12-11 15:17:20.217,21.8,,337
2019-12-11 15:17:22.494,21.8,,337
2019-12-11 15:17:24.770,21.8,,337
2019-12-11 15:17:27.049,22.2,,334
2019-12-11 15:17:29.325,21.7,,334
2019-12-11 15:17:31.603,21.8,,337
2019-12-11 15:17:33.880,21.7,,334
2019-12-11 15:17:36.158,21.7,,331
2019-12-11 15:17:38.435,21.8,,337
2019-12-11 15:17:40.712,21.8,,334
2019-12-11 15:17:42.990,21.7,,334
2019-12-11 15:17:45.266,21.7,,337
2019-12-11 15:17:47.544,21.7,,334
2019-12-11 15:17:49.821,21.9,,331
2019-12-11 15:17:52.100,21.8,,334
2019-12-11 15:17:54.376,21.7,,334
2019-12-11 15:17:56.653,21.9,,334
2019-12-11 15:17:58.931,21.8,,334
2019-12-11 15:18:01.208,21.8,,334
2019-12-11 15:18:03.489,22.1,,340
2019-12-11 15:18:05.767,21.8,,334
2019-12-11 15:18:08.043,21.8,,334
2019-12-11 15:18:10.321,21.8,,334
2019-12-11 15:18:12.599,21.8,,337
2019-12-11 15:18:14.875,21.8,,334
2019-12-11 15:18:17.153,21.8,,337
2019-12-11 15:18:19.430,21.9,,334
2019-12-11 15:18:21.708,21.8,,334
2019-12-11 15:18:23.984,21.8,,334
2019-12-11 15:18:26.263,21.8,,334
2019-12-11 15:18:28.538,21.8,,337
2019-12-11 15:18:30.816,21.9,,337
2019-12-11 15:18:33.093,21.8,,331
2019-12-11 15:18:35.369,21.8,,334
2019-12-11 15:18:37.647,21.9,,334
2019-12-11 15:18:39.924,21.6,,334
2019-12-11 15:18:42.202,21.9,,334
2019-12-11 15:18:44.479,21.9,,334
2019-12-11 15:18:46.756,21.6,,331
2019-12-11 15:18:49.034,21.8,,334
2019-12-11 15:18:51.311,22.1,,337
2019-12-11 15:18:53.587,22.1,,334
2019-12-11 15:18:55.865,22.1,,334
2019-12-11 15:18:58.146,22.1,,334
2019-12-11 15:19:00.425,22.1,,334
2019-12-11 15:19:02.700,21.8,,337
2019-12-11 15:19:04.978,21.9,,337
2019-12-11 15:19:07.256,21.8,,340
2019-12-11 15:19:09.533,21.8,,334
2019-12-11 15:19:11.809,21.9,,334
2019-12-11 15:19:14.087,21.8,,337
2019-12-11 15:19:16.364,21.8,,340
2019-12-11 15:19:18.641,21.6,,331
2019-12-11 15:19:20.920,21.6,,337
2019-12-11 15:19:23.197,21.8,,337
2019-12-11 15:19:25.473,21.9,,337
2019-12-11 15:19:27.750,21.8,,337
2019-12-11 15:19:30.028,22.0,,337
2019-12-11 15:19:32.306,21.8,,334
2019-12-11 15:19:34.582,21.9,,334
2019-12-11 15:19:36.860,21.8,,337
2019-12-11 15:19:39.136,22.1,,334
2019-12-11 15:19:41.416,22.0,,337
2019-12-11 15:19:43.691,22.0,,340
2019-12-11 15:19:45.969,22.0,,337
2019-12-11 15:19:48.246,22.0,,337
2019-12-11 15:19:50.527,21.8,,334
2019-12-11 15:19:52.805,21.8,,337
2019-12-11 15:19:55.082,21.8,,340
2019-12-11 15:19:57.359,21.9,,337
2019-12-11 15:19:59.636,21.9,,337
2019-12-11 15:20:01.914,21.9,,337
2019-12-11 15:20:04.191,21.9,,334
2019-12-11 15:20:06.468,22.0,,331
2019-12-11 15:20:08.746,22.0,,337
2019-12-11 15:20:11.023,21.9,,334
2019-12-11 15:20:13.300,22.0,,340
2019-12-11 15:20:15.577,22.1,,337
2019-12-11 15:20:17.854,22.1,,334
2019-12-11 15:20:20.132,22.1,,337
2019-12-11 15:20:22.409,22.3,,337
2019-12-11 15:20:24.687,21.9,,334
2019-12-11 15:20:26.963,22.0,,337
2019-12-11 15:20:29.241,22.0,,331
2019-12-11 15:20:31.522,21.8,,337
2019-12-11 15:20:33.799,21.9,,337
2019-12-11 15:20:36.078,21.8,,334
2019-12-11 15:20:38.355,22.0,,337
2019-12-11 15:20:40.631,21.8,,334
2019-12-11 15:20:42.909,22.1,,337
2019-12-11 15:20:45.186,22.1,,337
2019-12-11 15:20:47.463,22.1,,334
2019-12-11 15:20:49.740,21.8,,337
2019-12-11 15:20:52.019,21.9,,337
2019-12-11 15:20:54.296,21.9,,337
2019-12-11 15:20:56.572,22.1,,331
2019-12-11 15:20:58.850,21.5,,334
2019-12-11 15:21:01.127,21.9,,337
2019-12-11 15:21:03.404,21.8,,340
2019-12-11 15:21:05.682,21.9,,334
2019-12-11 15:21:07.959,22.0,,337
2019-12-11 15:21:10.240,21.9,,337
