date,temperature,humidity,luminosity
2019-12-04 15:08:41.231,22.4,33.7,273
2019-12-04 15:08:43.510,22.4,33.8,275
2019-12-04 15:08:45.786,22.5,34.0,273
2019-12-04 15:08:48.063,22.4,33.9,273
2019-12-04 15:08:50.340,22.4,34.0,273
2019-12-04 15:08:52.618,22.5,34.2,275
2019-12-04 15:08:54.895,22.4,34.4,275
2019-12-04 15:08:57.172,22.5,34.5,277
2019-12-04 15:08:59.450,22.4,34.5,282
2019-12-04 15:09:01.731,22.5,34.5,277
2019-12-04 15:09:04.007,22.5,34.5,280
2019-12-04 15:09:06.286,22.5,34.5,277
2019-12-04 15:09:08.563,22.5,34.5,275
2019-12-04 15:09:10.841,22.5,34.4,275
2019-12-04 15:09:13.117,22.5,34.4,280
2019-12-04 15:09:15.394,22.5,34.9,275
2019-12-04 15:09:17.671,22.5,35.0,275
2019-12-04 15:09:19.949,22.5,35.0,273
2019-12-04 15:09:22.226,22.5,35.0,273
2019-12-04 15:09:24.503,22.6,34.9,271
2019-12-04 15:09:26.781,22.5,34.7,271
2019-12-04 15:09:29.057,22.6,34.6,273
2019-12-04 15:09:31.334,22.5,34.5,273
2019-12-04 15:09:33.613,22.6,34.4,271
2019-12-04 15:09:35.889,22.6,34.4,273
2019-12-04 15:09:38.168,22.5,34.2,273
2019-12-04 15:09:40.444,22.6,34.2,271
2019-12-04 15:09:42.721,22.5,34.1,271
2019-12-04 15:09:45.001,22.5,34.0,271
2019-12-04 15:09:47.278,22.6,34.0,269
2019-12-04 15:09:49.553,22.5,33.9,269
2019-12-04 15:09:51.831,22.5,33.9,271
2019-12-04 15:09:54.109,22.5,33.8,271
2019-12-04 15:09:56.387,22.5,33.8,273
2019-12-04 15:09:58.663,22.6,33.9,273
2019-12-04 15:10:00.942,22.5,33.8,273
2019-12-04 15:10:03.218,22.5,33.8,271
2019-12-04 15:10:05.496,22.5,33.8,271
2019-12-04 15:10:07.773,22.6,33.8,275
2019-12-04 15:10:10.050,22.6,33.8,286
2019-12-04 15:10:12.331,22.6,33.8,286
2019-12-04 15:10:14.608,22.6,33.7,273
2019-12-04 15:10:16.885,22.6,33.7,277
2019-12-04 15:10:19.163,22.6,33.7,263
2019-12-04 15:10:21.439,22.6,33.7,265
2019-12-04 15:10:23.717,22.6,33.8,267
2019-12-04 15:10:25.995,22.6,34.0,265
2019-12-04 15:10:28.272,22.6,35.2,263
2019-12-04 15:10:30.550,22.6,35.8,267
2019-12-04 15:10:32.826,22.6,36.1,265
2019-12-04 15:10:35.103,22.6,36.2,267
2019-12-04 15:10:37.381,22.6,36.3,273
2019-12-04 15:10:39.658,22.6,36.2,275
2019-12-04 15:10:41.936,22.7,36.2,273
2019-12-04 15:10:44.212,22.8,36.0,269
2019-12-04 15:10:46.489,22.7,35.7,271
2019-12-04 15:10:48.766,22.7,35.5,271
2019-12-04 15:10:51.043,22.6,35.3,275
2019-12-04 15:10:53.320,22.7,35.1,273
